"Series ID","Parent ID",Name,Unit,Frequency,Type,"Is Heading",Source,Comment
786,785,"Books (sd)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
787,786,"Educational and text books (sd)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
788,786,"Other books (sd)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
789,785,"Stationery and drawing materials (nd)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
790,789,"Stationery and drawing materials (nd)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
791,566,"Education services",Percent,Monthly,,False,"Maldives Bureau of Statistics",
792,791,"Early childhood and primary education",Percent,Monthly,,False,"Maldives Bureau of Statistics",
793,792,"Early childhood and primary education (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
794,793,"Early childhood education (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
795,793,"Primary education (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
796,791,"Secondary education",Percent,Monthly,,False,"Maldives Bureau of Statistics",
797,796,"Secondary education (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
798,797,"Secondary education (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
799,791,"Tertiary education",Percent,Monthly,,False,"Maldives Bureau of Statistics",
800,799,"Tertiary education (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
801,800,"Tertiary education (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
802,791,"Education not defined by level",Percent,Monthly,,False,"Maldives Bureau of Statistics",
803,802,"Education not defined by level (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
804,803,"Tutoring (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
805,803,"Other education not defined by level (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
806,566,"Restaurants and accommodation services",Percent,Monthly,,False,"Maldives Bureau of Statistics",
807,806,"Food and beverage serving services",Percent,Monthly,,False,"Maldives Bureau of Statistics",
808,807,"Restaurants, cafés and the like (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
809,808,"Restaurants, cafés and the like - with full service (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
810,806,"Accommodation services",Percent,Monthly,,False,"Maldives Bureau of Statistics",
811,810,"Accommodation services (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
812,811,"Hotels, motels, inns and similar accommodation services (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
813,566,"Insurance and financial services",Percent,Monthly,,False,"Maldives Bureau of Statistics",
814,813,Insurance,Percent,Monthly,,False,"Maldives Bureau of Statistics",
815,814,"Insurance connected with health (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
816,815,"Insurance connected with health (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
817,814,"Insurance connected with transport (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
818,817,"Personal transport insurance (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
819,566,"Personal care, social protection and miscellaneous goods and services",Percent,Monthly,,False,"Maldives Bureau of Statistics",
820,819,"Personal care",Percent,Monthly,,False,"Maldives Bureau of Statistics",
821,820,"Electric appliances for personal care (sd)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
822,821,"Electric appliances for personal care (sd)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
823,820,"Other appliances, articles and products for personal care (nd)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
824,823,"Other appliances, articles and products for personal care (nd)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
825,820,"Hairdressing salons and personal grooming establishments (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
826,825,"Hairdressing (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
827,825,"Personal grooming treatments (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
828,819,"Other personal effects",Percent,Monthly,,False,"Maldives Bureau of Statistics",
829,828,"Jewellery and watches (d)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
830,829,"Jewellery and watches (d)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
831,828,"Other personal effects n.e.c. (sd)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
832,831,"Travel goods and articles for babies and other personal effects n.e.c. (sd)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
833,819,"Other services",Percent,Monthly,,False,"Maldives Bureau of Statistics",
834,833,"Other services (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
835,834,"Other services n.e.c. (s)",Percent,Monthly,,False,"Maldives Bureau of Statistics",
836,565,"Total excluding fish",Percent,Monthly,,False,"Maldives Bureau of Statistics",
837,565,"Food and non-alcoholic beverages excluding fish",Percent,Monthly,,False,"Maldives Bureau of Statistics",
838,565,"Total excluding food and non-alcoholic beverages",Percent,Monthly,,False,"Maldives Bureau of Statistics",
839,565,"Total excluding alcoholic beverages, tobacco and narcotics",Percent,Monthly,,False,"Maldives Bureau of Statistics",
840,565,"Total excluding clothing and footwear",Percent,Monthly,,False,"Maldives Bureau of Statistics",
841,565,"Total excluding housing and utilities",Percent,Monthly,,False,"Maldives Bureau of Statistics",
842,565,"Total excluding furnishing, household equipment etc",Percent,Monthly,,False,"Maldives Bureau of Statistics",
843,565,"Total excluding health",Percent,Monthly,,False,"Maldives Bureau of Statistics",
844,565,"Total excluding transport",Percent,Monthly,,False,"Maldives Bureau of Statistics",
845,565,"Total excluding information and communication",Percent,Monthly,,False,"Maldives Bureau of Statistics",
846,565,"Total excluding recreation, sports and culture",Percent,Monthly,,False,"Maldives Bureau of Statistics",
847,565,"Total excluding education",Percent,Monthly,,False,"Maldives Bureau of Statistics",
848,565,"Total excluding restaurants and accomodation",Percent,Monthly,,False,"Maldives Bureau of Statistics",
849,565,"Total excluding insurance and financial services",Percent,Monthly,,False,"Maldives Bureau of Statistics",
850,565,"Total excluding personal care and misc. services",Percent,Monthly,,False,"Maldives Bureau of Statistics",
851,277,Male',,,,True,"Maldives Bureau of Statistics",
852,851,CPI,,,,True,"Maldives Bureau of Statistics"," Annual and quarterly data represent an for the period."
853,852,"Total index",Index,Monthly,,False,"Maldives Bureau of Statistics",
854,853,"Food and non-alcoholic beverages",Index,Monthly,,False,"Maldives Bureau of Statistics",
855,854,Food,Index,Monthly,,False,"Maldives Bureau of Statistics",
856,855,"Bread and cereals (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
857,856,"Cereals (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
858,856,"Flour of cereals (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
859,856,"Bread and bakery products (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
860,856,"Breakfast cereals (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
861,856,"Macaroni, noodles, couscous and similar pasta products (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
862,856,"Other cereal and grain mill products (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
863,855,"Meat (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
864,863,"Meat, fresh, chilled or frozen (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
865,863,"Meat, offal, blood and other parts of slaughtered animals' preparations (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
866,855,"Fish (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
867,866,"Fish, live, fresh, chilled or frozen (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
868,866,"Fish, dried, salted, in brine or smoked (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
869,866,"Fish preparations (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
870,855,"Milk, other dairy products and eggs (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
871,870,"Raw and whole milk (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
872,870,"Skimmed milk (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
873,870,"Other milk and cream (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
874,870,"Cheese (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
875,870,"Yoghurt and similar products (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
876,870,"Milk-based dessert and beverages (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
877,870,"Eggs (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
878,855,"Oils and fats (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
879,878,"Vegetable oils (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
880,878,"Butter and other fats and oils derived from milk (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
881,855,"Fruit (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
882,881,"Dates, figs and tropical fruits, fresh (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
883,881,"Citrus fruits, fresh (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
884,881,"Stone fruits and pome fruits, fresh (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
885,881,"Other fruits, fresh (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
886,881,"Fruit, dried and dehydrated (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
887,881,"Fruit and nuts ground and other preparations (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
888,855,Vegetables(nd),Index,Monthly,,False,"Maldives Bureau of Statistics",
889,888,"Leafy or stem vegetables, fresh or chilled (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
890,888,"Fruit-bearing vegetables, fresh or chilled (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
891,888,"Green leguminous vegetables, fresh or chilled (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
892,888,"Other vegetables, fresh or chilled (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
893,888,"Tubers, plantains and cooking bananas (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
894,888,"Pulses (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
895,888,"Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
896,855,"Sugar, jam, honey, chocolate and confectionery(nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
897,896,"Cane and beet sugar (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
898,896,"Jams, fruit jellies, marmalades, fruit purée and pastes, honey (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
899,896,"Nut purée, nut butter and nut pastes (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
900,896,"Chocolate, cocoa, and cocoa-based food products (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
901,896,"Ice, ice cream and sorbet (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
902,855,"Food products n.e.c (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
903,902,"Ready-made food (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
904,902,"Baby food (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
905,902,"Salt, condiments and sauces (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
906,902,"Spices, culinary herbs and seeds (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
907,902,"Other food products n.e.c. (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
908,854,"Non-alcoholic beverages",Index,Monthly,,False,"Maldives Bureau of Statistics",
909,908,"Fruit and vegetable juices (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
910,909,"Fruit and vegetable juices (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
911,908,"Coffee and coffee substitutes (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
912,911,"Coffee and coffee substitutes (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
913,908,"Tea, maté and other plant products for infusion (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
914,913,"Tea, maté and other plant products for infusion (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
915,908,"Water (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
916,915,"Water (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
917,908,"Soft drinks (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
918,917,"Soft drinks (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
919,908,"Other non-alcoholic beverages (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
920,919,"Other non-alcoholic beverages (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
921,853,"Alcoholic beverages, tobacco and narcotics",Index,Monthly,,False,"Maldives Bureau of Statistics",
922,921,Tobacco,Index,Monthly,,False,"Maldives Bureau of Statistics",
923,922,"Tobacco (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
924,923,"Cigarettes (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
925,923,"Other tobacco products (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
926,921,Narcotics,Index,Monthly,,False,"Maldives Bureau of Statistics",
927,926,"Narcotics (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
928,927,"Narcotics (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
929,853,"Clothing and footwear",Index,Monthly,,False,"Maldives Bureau of Statistics",
930,929,Clothing,Index,Monthly,,False,"Maldives Bureau of Statistics",
931,930,"Clothing materials (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
932,931,"Clothing materials (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
933,930,"Garments (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
934,933,"Garments for men or boys (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
935,933,"Garments for women or girls (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
936,933,"Garments for infants (0 to under 2 years) (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
937,933,"School uniforms (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
938,930,"Other articles of clothing and clothing accessories (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
939,938,"Other articles of clothing (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
